,subject,timepoint,event,region,signal
530,s4,18,stim,frontal,-0.0632631135055
531,s7,18,stim,frontal,-0.019634012601999998
532,s3,4,cue,parietal,0.058218611496199994
533,s6,5,cue,parietal,0.0381453368558
534,s7,5,cue,parietal,-0.00815845041105
535,s8,5,cue,parietal,0.047136224538199996
536,s9,5,cue,parietal,0.05584730959840002
537,s10,5,cue,parietal,0.0378916680876
538,s0,4,cue,parietal,0.11532113825
539,s1,4,cue,parietal,0.14924178269000002
540,s12,5,cue,parietal,0.047576637131
541,s7,2,cue,parietal,-0.0766085900041
542,s8,2,cue,parietal,-0.021568717167199998
543,s9,2,cue,parietal,-0.009779187687450001
544,s4,5,cue,parietal,0.186053377099
545,s5,5,cue,parietal,0.0286996754562
546,s2,4,cue,parietal,0.0484638721715
547,s3,5,cue,parietal,0.08890360175169999
548,s2,5,cue,parietal,0.0072156380148500005
549,s1,5,cue,parietal,0.215735229271
550,s0,5,cue,parietal,0.102043892318
551,s13,4,cue,parietal,0.0536918415969
552,s12,4,cue,parietal,0.058198039644
553,s11,4,cue,parietal,0.00801326082815
554,s10,4,cue,parietal,0.0341087612233
555,s9,4,cue,parietal,0.06118767496930001
556,s8,4,cue,parietal,0.0312011634308
557,s7,4,cue,parietal,-0.0463474492093
558,s6,4,cue,parietal,0.022270933550299996
559,s5,4,cue,parietal,0.0515414564243
560,s4,4,cue,parietal,0.21311712457100002
561,s11,2,cue,parietal,-0.0548464730976
562,s10,2,cue,parietal,-0.0261177119822
563,s9,8,cue,parietal,-0.039841119629099996
564,s12,2,cue,parietal,-0.009485104106829999
565,s13,5,cue,parietal,0.08102674417780001
566,s4,14,cue,frontal,-0.026796022309599998
567,s8,8,cue,parietal,-0.0234004944386
568,s7,8,cue,parietal,0.0183984526248
569,s6,8,cue,parietal,-0.056233739376
570,s5,8,cue,parietal,-0.0570726138705
571,s4,8,cue,parietal,-0.181240908779
572,s3,8,cue,parietal,-0.016938743479599998
573,s2,8,cue,parietal,-0.0774126485299
574,s1,8,cue,parietal,-0.0657555651727
575,s0,8,cue,parietal,-0.00273843592227
576,s13,7,cue,parietal,0.003324151435
577,s12,7,cue,parietal,-0.010310669750299999
578,s10,7,cue,parietal,-0.039477242766
579,s5,14,cue,frontal,-0.0172127890483
580,s11,5,cue,parietal,0.0426131300884
581,s13,2,cue,parietal,-0.0293295919832
582,s13,3,cue,parietal,0.0007478637340930001
583,s12,3,cue,parietal,0.030269742656099996
584,s11,3,cue,parietal,-0.0321585389528
585,s10,3,cue,parietal,0.0020683005827400003
586,s9,3,cue,parietal,0.0292979500758
587,s8,3,cue,parietal,-0.0008228869715830001
588,s7,3,cue,parietal,-0.0713861989094
589,s6,3,cue,parietal,-0.00929622159607
590,s5,3,cue,parietal,0.046518559180300005
591,s4,3,cue,parietal,0.129606378289
592,s3,3,cue,parietal,0.0147962077845
593,s2,3,cue,parietal,0.049428130400800005
594,s1,3,cue,parietal,0.0330026478324
595,s0,3,cue,parietal,0.08504010878260003
596,s9,0,cue,frontal,-0.00811691318458
597,s9,6,cue,frontal,0.026863560506599996
598,s3,14,cue,frontal,-0.030613968525200007
599,s8,3,cue,frontal,-0.004987169077270001
600,s4,6,cue,frontal,0.0634867092855
601,s3,6,cue,frontal,0.0739015779525
602,s2,6,cue,frontal,-0.0544052334484
603,s1,6,cue,frontal,0.058831446676400015
604,s0,6,cue,frontal,0.050775750646000005
605,s13,5,cue,frontal,0.0567314714945
606,s12,5,cue,frontal,-0.00680544471978
607,s11,5,cue,frontal,0.015301035309500001
608,s10,5,cue,frontal,-0.00896435593861
609,s9,5,cue,frontal,0.047047564862
610,s8,5,cue,frontal,0.0182597693007
611,s7,5,cue,frontal,-0.0179456487935
612,s5,5,cue,frontal,0.0358297688961
613,s0,7,cue,frontal,0.034597218947800004
614,s6,3,cue,frontal,0.00890078602149
615,s2,14,cue,frontal,0.038996176809699995
616,s8,1,cue,frontal,-0.00470193318958
617,s7,1,cue,frontal,-0.045231826660199995
618,s6,1,cue,frontal,0.0140633977838
619,s5,1,cue,frontal,-0.018492885156199998
620,s4,1,cue,frontal,-0.0316738519857
621,s3,1,cue,frontal,0.000653061855057
622,s2,1,cue,frontal,-0.010528293727100001
623,s1,1,cue,frontal,-0.045580469935099996
624,s0,1,cue,frontal,0.0164397984053
625,s13,0,cue,frontal,-0.0125760065596
626,s12,0,cue,frontal,0.00523904905204
627,s11,0,cue,frontal,-0.0500327450639
628,s10,0,cue,frontal,-0.0124119927481
629,s11,8,cue,parietal,0.005470157629699999
630,s5,6,cue,frontal,0.012550962052700001
631,s6,6,cue,frontal,-0.021459549970499998
632,s7,6,cue,frontal,-0.00330716756452
633,s8,6,cue,frontal,0.022374201699900002
634,s2,5,cue,frontal,-0.013418023288600001
635,s1,5,cue,frontal,0.128592379736
636,s0,5,cue,frontal,0.06708639987119999
637,s13,4,cue,frontal,0.0587040696456
638,s12,4,cue,frontal,-0.0004570910724180001
639,s11,4,cue,frontal,-0.00453321687892
640,s10,4,cue,frontal,-0.0041326642896
641,s9,4,cue,frontal,0.0549092195229
642,s8,4,cue,frontal,0.00784968399311
643,s7,4,cue,frontal,-0.0308180082987
644,s6,4,cue,frontal,0.0024072842748800003
645,s5,4,cue,frontal,0.0408262184082
646,s4,4,cue,frontal,0.20417063097399998
647,s3,4,cue,frontal,0.053442922829400004
648,s2,4,cue,frontal,0.013211855295899999
649,s1,4,cue,frontal,0.112545102272
650,s0,4,cue,frontal,0.0697752064117
651,s13,3,cue,frontal,0.0341351352969
652,s12,3,cue,frontal,-0.00215893498758
653,s11,3,cue,frontal,-0.0368399595269
654,s10,3,cue,frontal,-0.0123926975795
655,s3,5,cue,frontal,0.0804468579247
656,s9,3,cue,frontal,0.0485983896956
657,s4,5,cue,frontal,0.188521242471
658,s6,5,cue,frontal,-0.007726105889909999
659,s13,6,cue,frontal,0.022420434875799998
660,s12,6,cue,frontal,-0.00885467067635
661,s11,6,cue,frontal,0.00573408069619
662,s10,6,cue,frontal,-0.027480803974099997
663,s10,8,cue,parietal,-0.0661645494002
664,s9,14,cue,frontal,0.010535492664399999
665,s12,8,cue,parietal,-0.0174229360442
666,s12,17,cue,frontal,0.0036709331864399996
667,s8,1,cue,parietal,-0.0226751874055
668,s7,1,cue,parietal,-0.07413183656280001
669,s6,1,cue,parietal,-0.00428350321103
670,s5,1,cue,parietal,0.0100858382625
671,s4,1,cue,parietal,-0.0374294562033
672,s3,1,cue,parietal,-0.0215063507368
673,s2,1,cue,parietal,0.00106607278632
674,s1,1,cue,parietal,-0.0709318988341
675,s0,1,cue,parietal,0.000300322694975
676,s13,0,cue,parietal,-0.018393733949400002
677,s12,0,cue,parietal,-0.0147968933344
678,s11,0,cue,parietal,-0.0518957509165
679,s10,0,cue,parietal,-0.0314295520884
680,s13,17,cue,frontal,-0.00419011651606
681,s11,17,cue,frontal,0.0737572737005
682,s13,8,cue,parietal,-0.0484351731185
683,s10,17,cue,frontal,0.005243757404229999
684,s12,15,cue,frontal,-0.00448951009453
685,s11,15,cue,frontal,0.0471023070477
686,s10,15,cue,frontal,0.0112412835158
687,s9,15,cue,frontal,0.0021702084283200004
688,s8,15,cue,frontal,0.025383209751499998
689,s7,15,cue,frontal,-0.027466991959
690,s6,15,cue,frontal,0.0100518294106
691,s5,15,cue,frontal,-0.0195068625872
692,s4,15,cue,frontal,-0.032512333508
693,s3,15,cue,frontal,-0.0223767538583
694,s2,15,cue,frontal,0.0247336480706
695,s1,15,cue,frontal,0.0125941591083
696,s0,15,cue,frontal,-0.019636632338
697,s9,1,cue,parietal,-0.027914575721400003
698,s10,1,cue,parietal,-0.0387324510709
699,s11,1,cue,parietal,-0.0589195061288
700,s12,1,cue,parietal,-0.025904224624799996
701,s7,0,cue,frontal,-0.0430214968651
702,s5,0,cue,parietal,0.00431520673796
703,s4,0,cue,parietal,-0.0459561860199
704,s3,0,cue,parietal,-0.021160150056599998
705,s2,0,cue,parietal,0.00614232810141
706,s1,0,cue,parietal,-0.0577055085078
707,s1,0,cue,frontal,-0.040937102696000004
708,s13,18,cue,frontal,-0.012163495715
709,s12,18,cue,frontal,0.0043837206407100005
710,s11,18,cue,frontal,0.0905198558908
711,s6,0,cue,parietal,0.0214495567704
712,s10,18,cue,frontal,-0.00325075890227
713,s8,18,cue,frontal,0.014358246517299996
714,s7,18,cue,frontal,-0.0374389826447
715,s6,18,cue,frontal,0.0122480941706
716,s5,18,cue,frontal,0.0225013307677
717,s4,18,cue,frontal,-0.045560288536400005
718,s3,18,cue,frontal,-0.0234015787962
719,s2,18,cue,frontal,0.015343379465399999
720,s1,18,cue,frontal,-0.0015336926013900002
721,s0,18,cue,frontal,-0.00349674253765
722,s9,18,cue,frontal,-0.0006433163982769999
723,s7,0,cue,parietal,-0.0635374390609
724,s8,0,cue,parietal,-0.015460331531100003
725,s9,0,cue,parietal,-0.0289925765556
726,s2,2,cue,parietal,0.0195906789676
727,s1,2,cue,parietal,-0.052212934781599996
728,s0,2,cue,parietal,0.033219554326999995
729,s13,1,cue,parietal,-0.025184002269900002
730,s13,14,cue,frontal,-0.00570123521875
731,s12,14,cue,frontal,-0.0033179533740100003
732,s11,14,cue,frontal,0.0501327381579
733,s6,2,cue,parietal,-0.0229244487433
734,s6,7,cue,parietal,-0.0198747030483
735,s5,7,cue,parietal,-0.0423492412146
736,s4,7,cue,parietal,-0.108222328291
737,s3,7,cue,parietal,0.0414749599559
738,s2,7,cue,parietal,-0.0781117179409
739,s1,7,cue,parietal,0.06564442019859999
740,s0,7,cue,parietal,0.025388883034099998
741,s13,6,cue,parietal,0.05722201441319999
742,s12,6,cue,parietal,0.0149150459614
743,s11,6,cue,parietal,0.05398855650719999
744,s10,6,cue,parietal,0.00620823813521
745,s9,6,cue,parietal,0.0173086844111
746,s8,6,cue,parietal,0.0353399574933
747,s7,6,cue,parietal,0.0233853400255
748,s6,6,cue,parietal,0.020649400612299997
749,s5,6,cue,parietal,-0.009096555114760001
750,s4,6,cue,parietal,0.0493844589057
751,s3,6,cue,parietal,0.0849996187345
752,s2,6,cue,parietal,-0.0468407445775
753,s1,6,cue,parietal,0.181532924007
754,s8,7,cue,parietal,0.00526227983545
755,s0,6,cue,parietal,0.0637987867698
756,s9,7,cue,parietal,-0.0234819381623
757,s11,7,cue,parietal,0.036892431833099995
758,s4,9,cue,parietal,-0.149299267642
759,s3,9,cue,parietal,-0.0659350721893
760,s2,9,cue,parietal,-0.053902534274000005
761,s1,9,cue,parietal,-0.152929131484
762,s0,9,cue,parietal,-0.020043653294900002
763,s7,7,cue,parietal,0.030374543163099996
764,s5,2,cue,parietal,0.0254025839431
765,s10,14,cue,frontal,0.0071673404014099985
766,s4,2,cue,parietal,0.021762353643299998
767,s8,14,cue,frontal,0.021794111017400003
768,s7,14,cue,frontal,-0.0198314565368
769,s6,14,cue,frontal,-0.0208147703811
770,s13,15,cue,frontal,-0.00305348061239
771,s3,2,cue,parietal,-0.013869412300200001
772,s0,16,cue,frontal,-0.0171919266504
773,s2,16,cue,frontal,0.0145098643656
774,s9,17,cue,frontal,-0.0049004083947
775,s8,17,cue,frontal,0.013762123577000001
776,s7,17,cue,frontal,-0.0444741031444
777,s6,17,cue,frontal,0.0204153378087
778,s5,17,cue,frontal,0.00588373422725
779,s4,17,cue,frontal,-0.044785627350399995
780,s3,17,cue,frontal,-0.0141380828752
781,s2,17,cue,frontal,0.010319405043399999
782,s1,17,cue,frontal,-0.00043873874897500017
783,s0,17,cue,frontal,-0.010375215296299999
784,s13,16,cue,frontal,-0.0025219123314
785,s12,16,cue,frontal,-0.00172336864926
786,s11,16,cue,frontal,0.057105395789199986
787,s10,16,cue,frontal,0.010163192917799999
788,s9,16,cue,frontal,-0.00428986666204
789,s8,16,cue,frontal,0.0163316275274
790,s7,16,cue,frontal,-0.0396866842019
791,s6,16,cue,frontal,0.031506509003400004
792,s5,16,cue,frontal,-0.0100683021535
793,s4,16,cue,frontal,-0.0408622819528
794,s3,16,cue,frontal,-0.0168074650838
795,s1,16,cue,frontal,0.00457908374535
796,s8,0,cue,frontal,0.010416979985799999
797,s7,12,cue,parietal,-0.020127482186799998
798,s6,0,cue,frontal,0.018652538309799998
799,s13,17,cue,parietal,-0.017293378635799998
800,s12,18,cue,parietal,-0.0114341079411
801,s11,18,cue,parietal,0.0431949665488
802,s10,18,cue,parietal,-0.043577498564800005
803,s9,18,cue,parietal,-0.051040172801099994
804,s8,18,cue,parietal,-0.0170971882592
805,s7,18,cue,parietal,-0.0133806287451
806,s6,18,cue,parietal,0.0195316379848
807,s5,18,cue,parietal,0.0371607084325
808,s4,18,cue,parietal,-0.052735580722400005
809,s3,18,cue,parietal,-0.0397100941829
810,s2,18,cue,parietal,0.0178053386573
811,s1,18,cue,parietal,-0.0263701313418
812,s0,18,cue,parietal,-0.0146635254755
813,s6,14,cue,parietal,-0.0142616476371
814,s11,17,cue,parietal,0.0318670051798
815,s13,18,cue,parietal,-0.0208155049959
816,s10,17,cue,parietal,-0.0312467589892
817,s9,17,cue,parietal,-0.0363623279856
818,s8,17,cue,parietal,-0.00591917445721
819,s7,17,cue,parietal,-0.026435320035799997
820,s6,17,cue,parietal,0.0279699301572
821,s5,17,cue,parietal,0.025827300027200004
822,s4,17,cue,parietal,-0.0373954538034
823,s3,17,cue,parietal,-0.0395893913264
824,s2,17,cue,parietal,0.0178025751851
825,s1,17,cue,parietal,-0.0104811213701
826,s0,17,cue,parietal,-0.0258956572719
827,s13,16,cue,parietal,-0.00937936303601
828,s12,16,cue,parietal,-0.022735163424
829,s12,17,cue,parietal,-0.0153776919753
830,s7,9,cue,parietal,-0.00015903753670700005
831,s11,16,cue,parietal,0.029306763807299997
832,s10,16,cue,parietal,-0.0169822376089
833,s9,16,cue,parietal,-0.0353947901914
834,s6,16,cue,parietal,0.0206264477832
835,s5,16,cue,parietal,0.0160045120059
836,s4,16,cue,parietal,-0.020759130944700003
837,s3,16,cue,parietal,-0.041899294928099996
838,s2,16,cue,parietal,0.0249311031
839,s1,16,cue,parietal,-0.00034926938083300004
840,s0,16,cue,parietal,-0.026121668593900003
841,s13,15,cue,parietal,-0.00138989175368
842,s12,15,cue,parietal,-0.0248011314139
843,s11,15,cue,parietal,0.037434527005199995
844,s10,15,cue,parietal,-0.008887011227049999
845,s9,15,cue,parietal,-0.0382567607244
846,s8,15,cue,parietal,0.0035904133751
847,s7,15,cue,parietal,-0.0138385715149
848,s6,15,cue,parietal,0.006440906502939999
849,s5,15,cue,parietal,0.00788463386574
850,s4,15,cue,parietal,-0.0122946946186
851,s3,15,cue,parietal,-0.0422532327786
852,s2,15,cue,parietal,0.0315954006514
853,s1,15,cue,parietal,0.0032377943669899996
854,s0,15,cue,parietal,-0.0256137872876
855,s13,14,cue,parietal,-0.0037138094437800004
856,s12,14,cue,parietal,-0.0218242453639
857,s11,14,cue,parietal,0.0413420912135
858,s10,14,cue,parietal,-0.01076149627
859,s9,14,cue,parietal,-0.034386455789699996
860,s8,14,cue,parietal,-0.007202160882479999
861,s7,14,cue,parietal,-0.00865464722562
862,s8,16,cue,parietal,0.000848484335915
863,s5,14,cue,parietal,0.00481594181701
864,s3,14,cue,parietal,-0.0483762564626
865,s5,0,cue,frontal,-0.027032713030400002
866,s2,13,cue,parietal,0.0394762595721
867,s13,11,cue,parietal,-0.0506949753525
868,s1,14,cue,parietal,-0.0190197680179
869,s0,14,cue,parietal,-0.031080444880300002
870,s13,13,cue,parietal,-0.009111630042
871,s12,13,cue,parietal,-0.020109147284799997
872,s11,13,cue,parietal,0.028160690140800002
873,s10,13,cue,parietal,-0.021587219240700003
874,s9,13,cue,parietal,-0.0169703491926
875,s8,13,cue,parietal,-0.0264047266
876,s7,13,cue,parietal,-0.014084210692700001
877,s6,13,cue,parietal,-0.030560872725800006
878,s5,13,cue,parietal,-0.00650677088446
879,s4,13,cue,parietal,-0.010612646217499999
880,s3,13,cue,parietal,-0.0637047193938
881,s2,14,cue,parietal,0.0358399852165
882,s10,11,cue,parietal,-0.0454599782412
883,s0,13,cue,parietal,-0.035779817917
884,s1,12,cue,parietal,-0.103784572155
885,s2,12,cue,parietal,0.030922674157599996
886,s3,12,cue,parietal,-0.0814599979227
887,s4,12,cue,parietal,-0.00709210399119
888,s1,13,cue,parietal,-0.0527102127415
889,s6,12,cue,parietal,-0.042589368053599995
890,s5,12,cue,parietal,-0.0220329006251
891,s8,12,cue,parietal,-0.0421123872143
892,s9,12,cue,parietal,-0.00404433151899
893,s10,12,cue,parietal,-0.0309973342255
894,s11,12,cue,parietal,-0.00237654002501
895,s12,12,cue,parietal,-0.0178295249988
896,s13,12,cue,parietal,-0.0257164101976
897,s0,12,cue,parietal,-0.036943354135300005
898,s12,10,cue,parietal,-0.0179281868977
899,s12,11,cue,parietal,-0.0185363979845
900,s9,10,cue,parietal,-0.0135379597181
901,s9,11,cue,parietal,-0.00414114683393
902,s8,11,cue,parietal,-0.045938702772599996
903,s7,11,cue,parietal,-0.020265760532099997
904,s6,11,cue,parietal,-0.0516043435149
905,s5,11,cue,parietal,-0.039027386376699995
906,s4,11,cue,parietal,-0.0190119095318
907,s3,11,cue,parietal,-0.0942313372239
908,s2,11,cue,parietal,0.00913697311649
909,s1,11,cue,parietal,-0.14978519266100002
910,s0,11,cue,parietal,-0.039001979212699996
911,s13,10,cue,parietal,-0.0733276094632
912,s4,14,cue,parietal,-0.0118680151433
913,s11,10,cue,parietal,-0.042917220338
914,s11,11,cue,parietal,-0.034447322855300014
915,s10,10,cue,parietal,-0.056047260253099994
916,s8,10,cue,parietal,-0.045905959259199984
917,s7,10,cue,parietal,-0.0142832458072
918,s6,10,cue,parietal,-0.0637547873885
919,s5,10,cue,parietal,-0.049764670767700005
920,s4,10,cue,parietal,-0.0689714268396
921,s3,10,cue,parietal,-0.0917491496902
922,s2,10,cue,parietal,-0.022062221294900004
923,s1,10,cue,parietal,-0.17645250841
924,s0,10,cue,parietal,-0.032698832431900006
925,s13,9,cue,parietal,-0.07507945052069999
926,s12,9,cue,parietal,-0.0173973079805
927,s11,9,cue,parietal,-0.026744402820200002
928,s10,9,cue,parietal,-0.0677246043773
929,s9,9,cue,parietal,-0.029546394276299997
930,s7,16,cue,parietal,-0.0245893063994
931,s8,9,cue,parietal,-0.039663695843300005
932,s0,0,cue,frontal,0.00776611182029
933,s3,11,cue,frontal,-0.088991179696
934,s3,12,cue,frontal,-0.07071404950839999
935,s2,12,cue,frontal,0.042362869768500004
936,s1,12,cue,frontal,0.0122552469576
937,s0,12,cue,frontal,-0.00712513368928
938,s13,11,cue,frontal,-0.0403692122031
939,s12,11,cue,frontal,-0.006349258059760001
940,s11,11,cue,frontal,0.0305283964358
941,s10,11,cue,frontal,-0.00150336559644
942,s9,11,cue,frontal,0.0203803438083
943,s8,11,cue,frontal,-0.014830160753
944,s7,11,cue,frontal,-0.0051140807625100005
945,s6,11,cue,frontal,-0.0520117791936
946,s5,11,cue,frontal,-0.023329026041
947,s4,11,cue,frontal,-0.0246927650157
948,s2,11,cue,frontal,0.0226803666835
949,s6,9,cue,parietal,-0.0692480810464
950,s1,11,cue,frontal,-0.0327696443626
951,s0,11,cue,frontal,0.00746043079225
952,s13,10,cue,frontal,-0.0662865277457
953,s12,10,cue,frontal,-0.00935375301823
954,s5,12,cue,frontal,-0.0181459403033
955,s11,10,cue,frontal,-0.00413791137607
956,s6,12,cue,frontal,-0.0436995941144
957,s8,12,cue,frontal,-0.007430693052729999
958,s1,14,cue,frontal,0.0202417407157
959,s0,14,cue,frontal,-0.0240757144387
960,s13,13,cue,frontal,-0.00938827240792
961,s12,13,cue,frontal,-0.004449969527930001
962,s11,13,cue,frontal,0.0595103573341
963,s10,13,cue,frontal,0.00439974274153
964,s4,12,cue,frontal,-0.016983906673999998
965,s3,7,cue,frontal,0.026668244755199997
966,s1,7,cue,frontal,-0.053825194023400004
967,s5,9,cue,parietal,-0.0567566311895
968,s4,0,cue,frontal,-0.039116488496500006
969,s3,0,cue,frontal,-0.000546239981701
970,s2,0,cue,frontal,0.00780174578614
971,s9,1,cue,frontal,0.00534188564044
972,s7,3,cue,frontal,-0.0396855716001
973,s10,1,cue,frontal,-0.022527165043700004
974,s12,1,cue,frontal,-0.00717138016831
975,s5,3,cue,frontal,0.025692650575599996
976,s4,3,cue,frontal,0.11851503795
977,s3,3,cue,frontal,0.0199464936977
978,s2,3,cue,frontal,0.00991479192006
979,s1,3,cue,frontal,0.0377499519166
980,s0,3,cue,frontal,0.0478587888422
981,s13,2,cue,frontal,0.00439599259064
982,s12,2,cue,frontal,-0.007507127919600002
983,s11,2,cue,frontal,-0.0567680902434
984,s10,2,cue,frontal,-0.0198766661917
985,s9,2,cue,frontal,0.027964419796899998
986,s8,2,cue,frontal,-0.0124962347482
987,s7,2,cue,frontal,-0.043013682712400005
988,s6,2,cue,frontal,0.009210766787489999
989,s5,2,cue,frontal,0.00212052147172
990,s4,2,cue,frontal,0.0188497629838
991,s3,2,cue,frontal,0.0024528362129800003
992,s2,2,cue,frontal,-0.00904849028299
993,s1,2,cue,frontal,-0.027065890167099996
994,s0,2,cue,frontal,0.0242960024654
995,s13,1,cue,frontal,-0.010346102320000002
996,s11,1,cue,frontal,-0.05881368166
997,s9,13,cue,frontal,0.0200739571079
998,s8,13,cue,frontal,0.00841925673815
999,s7,13,cue,frontal,-0.0175130907603
1000,s8,7,cue,frontal,0.0190275220282
1001,s6,7,cue,frontal,-0.042295381926499995
1002,s5,7,cue,frontal,-0.014399555076
1003,s4,7,cue,frontal,-0.08678567442360001
1004,s11,8,cue,frontal,-0.0449253297058
1005,s9,10,cue,frontal,0.0104634607701
1006,s12,8,cue,frontal,-0.00319476716939
1007,s0,9,cue,frontal,0.0100270560903
1008,s7,10,cue,frontal,0.0055851620763000005
1009,s6,10,cue,frontal,-0.0642260670844
1010,s5,10,cue,frontal,-0.0255391841237
1011,s4,10,cue,frontal,-0.0665928664573
1012,s3,10,cue,frontal,-0.0932567846039
1013,s2,10,cue,frontal,-0.0037706668274099997
1014,s1,10,cue,frontal,-0.0979839589249
1015,s0,10,cue,frontal,0.0109838741313
1016,s13,9,cue,frontal,-0.08295484081480001
1017,s12,9,cue,frontal,-0.007656073596260002
1018,s11,9,cue,frontal,-0.036139696051500005
1019,s10,9,cue,frontal,-0.0393027138944
1020,s9,9,cue,frontal,-0.00313320233461
1021,s8,9,cue,frontal,-0.00573536473473
1022,s7,9,cue,frontal,0.014398518725999999
1023,s6,9,cue,frontal,-0.07089808257689999
1024,s5,9,cue,frontal,-0.0288370652557
1025,s4,9,cue,frontal,-0.136591741754
1026,s3,9,cue,frontal,-0.0775334474769
1027,s2,9,cue,frontal,-0.037688644057
1028,s1,9,cue,frontal,-0.14604799449300002
1029,s13,8,cue,frontal,-0.0709909206509
1030,s7,7,cue,frontal,0.008843981048030001
1031,s9,7,cue,frontal,0.0036425919011
1032,s6,13,cue,frontal,-0.0376522604288
1033,s10,7,cue,frontal,-0.047083648611699995
1034,s5,13,cue,frontal,-0.014984725195899997
1035,s4,13,cue,frontal,-0.021514218925099998
1036,s3,13,cue,frontal,-0.0476390505751
1037,s2,13,cue,frontal,0.0479183348854
1038,s1,13,cue,frontal,0.0283786550184
1039,s0,13,cue,frontal,-0.021728985185099997
1040,s13,12,cue,frontal,-0.020686078151599997
1041,s12,12,cue,frontal,-0.00303419038518
1042,s11,12,cue,frontal,0.0557662167698
1043,s10,12,cue,frontal,0.00571118118196
1044,s9,12,cue,frontal,0.0242915167749
1045,s7,12,cue,frontal,-0.0140053394853
1046,s2,7,cue,frontal,-0.0783632202795
1047,s10,10,cue,frontal,-0.0161241042357
1048,s8,10,cue,frontal,-0.015140518796299999
1049,s10,8,cue,frontal,-0.0525045392834
1050,s9,8,cue,frontal,-0.008728632014290002
1051,s8,8,cue,frontal,0.0072777902114700005
1052,s7,8,cue,frontal,0.015765089874
1053,s6,8,cue,frontal,-0.0639606670951
1054,s5,8,cue,frontal,-0.0282917476443
1055,s4,8,cue,frontal,-0.160820708077
1056,s3,8,cue,frontal,-0.0338482069836
1057,s2,8,cue,frontal,-0.0696658068792
1058,s1,8,cue,frontal,-0.136059024168
1059,s0,8,cue,frontal,0.0181654208514
1060,s13,7,cue,frontal,-0.0291302997811
1061,s12,7,cue,frontal,-0.00493910613621
1062,s11,7,cue,frontal,-0.0253667098182
1063,s0,0,cue,parietal,-0.00689923478092
